VENDOR ID,VENDOR,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
90506660X,JOHN VYHNANEK,1501 W PERSHING RD,,CHICAGO,IL,60609
87922735M,JOHN WEST,1501 W PERSHING RD,,CHICAGO,IL,60609
93238635T,JOHN WINTON,14635 GREENWOOD RD,,DOLTON,IL,60419
94338837V,"JOHN. PRENDERGAST SERVICES, INC",8401 S MACKINAW AVE,,CHICAGO,IL,60617
93786643T,JOHNN KUBESH,4623 S CHRISTIANA AVE,,CHICAGO,IL,60632
38667134V,JOHNSON & BELL LIMITED,222 N LA SALLE ST STE 2200,,CHICAGO,IL,60601
31322829A,JOHNSON JONES SNELLING &,GILBERT & DAVIS P.C.,36 S WABASH AVE STE 1310,CHICAGO,IL,60603
15975702V,JOHNSON PIPE & SUPPLY COMPANY INC,999 W 37TH STREET EFT ST,,CHICAGO,IL,60609
52075944X,"JOHNSON RESEARCH GROUP, INC.",343 S DEARBORN ST # 404,,CHICAGO,IL,60604
93737105V,JOHNSTON GREENE CHICAGO,542 S DEARBORN ST # 1100,,CHICAGO,IL,60605
94240930X,JOLENE YOUNG & GALO RODRIGUEZ,6252 S CENTRAL AVE,,CHICAGO,IL,60638
93713610A,JOLIET EQUIPMENT CORPORATION,1 DORIS AVENUE EPAY,,JOLIET,IL,60433
56457021,JON GILES,227 W MONROE STREET SUITE 4400,,CHICAGO,IL,60606
93703514M,JON K WILSON,7211 S CRANDON AVE,,CHICAGO,IL,60649
93275057P,JONAS PRODUCTIONS INC,8606 N 700 WEST EFT,,FOUNTAINTOWN,IN,46130
56472026,JONATHAN GOLDMAN,20 S CLARK SUITE 500,,CHICAGO,IL,60603
56638032,JONATHAN LUBIN ATTORNEY AT LAW,& RICHARD BEILES,39 S LASALLE STREET SUITE 1400,CHICAGO,IL,60603
51006021,JONATHAN T SWAIN,1214 E 53RD STREET,,CHICAGO,IL,60615
93704695V,JONATHAN ZAENTZ,7709 W GREGORY ST,,CHICAGO,IL,60656
93798261A,"JONES & BARTLETT LEARNING, LLC.",PO BOX 417289,,BOSTON,MA,
9148725V,JONES & CLEARY ROOFING COMPANY INC,6838 S SOUTH CHICAGO AVE,,CHICAGO,IL,60637
22375403H,"JONES LANG LASALLE AMERICAS,INC",200 E RANDOLPH ST FL 72ND,,CHICAGO,IL,60601
21993143T,"JONES,DAY,REAVIS & POGUE",77 W WACKER DR,,CHICAGO,IL,60601-1692
52597029,JORDYN MICHAEL LLC,1535 N DAYTON,,CHICAGO,IL,60622
93246623E,JORGE LUQUE,1501 W PERSHING RD,,CHICAGO,IL,60609
31365154A,JORH FRAME & MOULDING CO.LIMITED,21750 MAIN ST UNIT 15,,MATTESON,IL,60443
93258265P,JOSE LEON GONZALEZ,5022 W ARMITAGE AVE,,CHICAGO,IL,60639
54223026,JOSE MEDINA,5218 W 26TH STREET,,CICERO,IL,60804
93792283A,JOSE PADILLA,1242 W GRACE STREET EFT,,CHICAGO,IL,60613
52352021,JOSE RODRIGUEZ,5607 SOUTH MADISON,,COUNTRYSIDE,IL,60525
55167025,"JOSEPH  J.  VINCE  JR.   CRIME GUN SOLUTIONS, LLC.",2214 WEST GREENLEAF DRIVE,,FREDERICK,MD,21702
55495181,JOSEPH  LAGOA,9400  NATCHEZ  AVENUE,,MORTON  GROVE,IL,60053
94005975V,JOSEPH C. USTASIEWSKI,1501 W PERSHING RD,,CHICAGO,IL,60609
31365241P,JOSEPH CACCIATORE,PO BOX 2153,,BEDFORD PARK,IL,60499
1049033,JOSEPH FELDMAN,4419 S. EMERALD,,CHICAGO,IL,60609
90665675E,JOSEPH GIOIA,1501 W PERSHING RD,,CHICAGO,IL,60609
94881893L,JOSEPH GRIMA,PIAZZA  DE  MARINI   4,16123,GENEVA,ITA,
77289168H,JOSEPH RUSSO,1501 W PERSHING RD,,CHICAGO,IL,60609
69615564E,JOSEPH STRAMAGLIO,1501 W PERSHING RD,,CHICAGO,IL,60609
93834116X,JOSEPH YESUTIS,3685 S ARCHER AVE,,CHICAGO,IL,60609
93480725E,JOSHUA MINISTRIES,200 S SACRAMENTO EFT,,CHICAGO,IL,60612
93179672H,JOY A HERNANDEZ,13337 S AVENUE M,,CHICAGO,IL,60633
93562467H,JOYCE HARDIN,8909 S HARPER AVE FL 1ST,,CHICAGO,IL,60619
95134134L,"JOYCE SMITH, MD",5020 S LAKE SHORE DR WEST  DRIVE3409,,CHICAGO,IL,60615
62595595V,JOYCE THREATT,PO BOX 2545,,COUNTRY CLUB HILLS,IL,60478
58599230A,JP MORGAN CHASE BANK NATIONAL ASSOC,131 S DEARBORN ST,,CHICAGO,IL,60670
50565021,JPA CONSULTING GROUP,946 N HARVEY         (EFT),,OAK PARK,IL,60302
85246091P,JPMORGAN CHASE BANK,1111 FANNIN FL 10TH,,HOUSTON,TX,77002
53692023,JRNEWO  INC,209 10TH AVE SOUTH STE 216,,NASHVILLE,TN,37203
31328572E,"JTA DEVELOPMENT, INC.",649 LOMBARDY LN,,DEERFIELD,IL,60015
54406021,JUAN JOHNSON,C/O LOEVY & LOEVY,312 N MAY STREET SUITE 100,CHICAGO,IL,60607
93361058H,JUAN M. GONZALEZ,4114 S DREXEL BLVD APT 2B,,CHICAGO,IL,60619
50074485,JUAN RAMOS,220 TAL DRIVE,,SCHERERVILLE,IL,43673
15862653T,JUDICIAL SALES CORPORATION.,33 N DEARBORN ST STE 1015,,CHICAGO,IL,60602
12522199P,JUDITH A. GLEASON INSURANCES AGENCY INC,2643 N HARLEM AVE,,CHICAGO,IL,60707
55811023,JULIA KHAN,1335 EAST GARTNER ROAD,,NAPERVILLE,IL,60540
50359921Z,JULIANA STRATTON,47 W POLK ST STE 100-129,STE 100-129,CHICAGO,IL,60605
94659781T,JULIE A. KECK,4905 N HERMITAGE AVE,,CHICAGO,IL,60640
54242522E,JULIE G DAVIS,1956 S PRAIRIE AVENUE EFT,,CHICAGO,IL,60616
94192130L,JULIE HARAN-KING,1120 W CHESTNUT ST,,CHICAGO,IL,60622
93140023H,JULIE SUBICI,3522 S DR MARTIN LUTHER KING JR DR # G,,CHICAGO,IL,60653
93837583A,JULIO C PEREZ,2112 N KEELER AVE,,CHICAGO,IL,60639
88163854Z,K & C ENTERTAINMENT INC,1584 BUTTITTA DR STE 109,,STREAMWOOD,IL,60107
21963336Z,K&L GATES LLP,70 W MADISON ST # 3100,,CHICAGO,IL,60602
31316807T,K.C. FITNESS SERVICE,654 MILWAUKEE AVE,,PROSPECT HEIGHTS,IL,60070
75317018T,K.L.E.O. COMMUNITY FAMILY LIFE CENTER,119 E GARFIELD BLVD FL 1ST,,CHICAGO,IL,60637
93419985T,KALAPRIYA FOUNDATION,5456 N BERNARD STREET EFT,,CHICAGO,IL,60625
93963603V,KAMALTECH INCORPORATE,4513 VICTORIA DR,,PLAINFIELD,IL,60586
39834915X,KANE-DUPAGE SOIL & WATER CONS,2315 DEAN ST STE 100,,SAINT CHARLES,IL,60175
81637425Z,KANSAS AVIATION OF INDEPENDENC,PO BOX 684,,INDEPENDENCE,KS,67301
93428068L,KAPLAN EARLY LEARNING COMPANY,PO BOX 609,,LEWISVILLE,NC,27023
72007133Z,KAPLAN KIRSCH & ROCKWELL,1675 BROADWAY STE 2300,,DENVER,CO,80202
54608024,"KAPLAN PAPADAKIS & GOURNIS, P C",OLD VETERAN CONSTRUCTION INCORPORATION,180 N LASALLE ST SUITE 2108,CHICAG0,IL,60601
54158024,KARCHMAR & LAMBERT P C,SCHILLI SPECIALIZED INC,211 W WACKER SUITE 550,CHICAGO,IL,60606
93708115L,KAREN A. ROZANSKI,8521 W CATHERINE AVE # 277,,CHICAGO,IL,60656
31295293Z,KAREN BREASHEARS,5352 S DREXEL AVENUE EFT,,CHICAGO,IL,60615
47887654M,KARL PRODUCTIONS INC,1743 N HARLEM AVE,,CHICAGO,IL,60707
93361049L,KARLA LOVE,7424 S BENNETT AVE,,CHICAGO,IL,60649
51899038,KARLIN & FLEISHER LLC,& ETELVINA MARTINEZ,111 W. WASHINGTON ST. STE. 150,CHICAGO,IL,60602
9191259L,KASIA'S DELI INC,2101 W CHICAGO AVE,,CHICAGO,IL,60622
34510121M,KASS MANAGEMENT SERVICES INC,5154 S DR MARTIN LUTHER KING JR DR,,CHICAGO,IL,60615
94647611L,KATHERINE EDER,C/O JACOB MEISTER & ASSOCIATES,2129 N WESTERN AVE,CHICAGO,IL,60647
93508580T,KATHLEEN A. O'DONNELL,4720 N VIRGINIA AVENUE EFT,,CHICAGO,IL,60625
31298591M,KATHLEEN C YANNIAS,174 N ELMWOOD AVE,,OAK PARK,IL,60302
93703800E,KATHLEEN LAFRAMBOISE,2727 W MORSE AVE,,CHICAGO,IL,60645
52888021,KATHLEEN T. ZELLNER & ASSOCIATES PC,& KIMYUNA JACKSON,2215 YORK ROAD STE. 504,OAK BROOK,IL,60523
94290692H,KATHY POSNER,233 E WACKER DR,,CHICAGO,IL,60601
87922745P,KATRINA DAWSON,3124 S SACRAMENTO AVE,,CHICAGO,IL,60623
93900489X,KATRINA L. BASIC,11009 S ST LOUIS AVENUE EFT,,CHICAGO,IL,60655
55549022,KATTEN & TEMPLE LLP,"DURKIN, DURKIN & ROBERTS/CHRISTOPHER ROTHWELL",542 S DEARBORN ST SUITE 1060,CHICAGO,IL,60605
85248195V,KATTEN MUCHIN ROSEMAN LLP,525 W MONROE ST,,CHICAGO,IL,60661-3693
51366026,KCS PRODUCTIONS,19161 SCHAEFER HWY STE 202,,DETROIT,MI,48235
55622021,"KDESIGN,  INC.",9032  MASON  AVENUE,,MORTON  GROVE,IL,60053
93284854T,"KEDZIE PLAZA 1, LLC",3100 DUNDEE RD STE 308,,NORTHBROOK,IL,60062
31366384X,KEDZIE/ELSTON BUS & IND,3401 N KEDZIE AVE,,CHICAGO,IL,60618
9087790T,KEHOE DESIGNS INC,1242 W WASHINGTON BLVD,,CHICAGO,IL,60607
53672028,KEIS & GEORGE LLP,AMERICAN FAMILY INSURANCE CO A/S/O ROBERT K SHEESLEY,19 SOUTH LASALLE SUITE 507,CHICAGO,IL,60603
94086988E,KEITH WEITZMAN,1275 S CAMPBELL AVE,,CHICAGO,IL,60608
55265033,"KELLANEY  CONTRACTING,  LLC.",121 AIRPORT  DRIVE -UNIT - C,,JOLIET,IL,60431
88636647H,KELLY APPRAISAL CONSULTANTS,2000 N RACINE AVE,,CHICAGO,IL,60614
93340559Z,KELLY HALES,1250 W AUGUSTA BLVD,,CHICAGO,IL,60642
95041220M,KELLY SERVICES INC,PO BOX 7777C 9995,,PHILADELPHIA,PA,19175-9995
94227181H,KELLY TARRANT,2630 N FAIRIFIELD AVE,,CHICAGO,IL,60647
34296146P,KENDALL COLLEGE,2408 ORRINGTON,,EVANSTON,IL,60201
56124026,KENMARE ASSIGNMENT COMPANY LTD,MESIROW FINANCIAL STRUCTURED SETTLEMENTS,353 NORTH CLARK 11TH FLOOR,CHICAGO,IL,60654
93428104E,KENNEDY KING COLLEGE,6301 S HALSTED ST # 107,,CHICAGO,IL,60621
56141021,KENNETH COFFIE,C/O COELEAN WRIGHT,1415 N LATROBE AVENUE APT B,CHICAGO,IL,60651
94267078E,KENNETH GOSSMEYER,5604 W 63RD ST,,CHICAGO,IL,60638
93716162H,KENNETH O. ANDERSON,1858 S HARDING AVE,,CHICAGO,IL,60623
93332279P,KENNETH SCOTT,8559 S KENTON AVENUE EFT,,CHICAGO,IL,60652
88617970M,KENNETH YOUNG CENTER,1001 ROHLWING RD,,ELK GROVE VILLAGE,IL,60007
55932085,"KENNEY & MCCAFFERTY, PC.",1787 SENTRY PARKWAY WEST,BUILDING 18 - SUITE  #410,BLUE BELL,PA,19422
69497163V,KENNY CONSTRUCTION COMPANY,2215 SANDERS RD # 400,,NORTHBROOK,IL,60062
94226117T,KENNY/SHEA JOINT VENTURE,2215 SANDERS RD,,NORTHBROOK,IL,60062
74944186X,KENTECH CONSULTING INC.,1033 E 46TH ST # 106,,CHICAGO,IL,60653
50389158T,KENWOOD-OAKLAND COMMUNITY ORGANIZATION,1005 E 43RD ST,,CHICAGO,IL,60653
93261302A,KENYATA WALTERS,9139 S LOWE AVE,,CHICAGO,IL,60620
42321351Z,"KERASOTES SHOWPLACE THEATRES, LLC.",224 N DESPLAINES ST # 200,,CHICAGO,IL,60661
56638198,KERR & SCHMIEGE LLC,& JILLESA WILLIS,405 N WABASH AVE SUITE P2C,CHICAGO,IL,60611
27492060T,"KERRY'S AUTO BODY, INC.",5435 W 63RD ST,,CHICAGO,IL,60638
93272950T,KEVIN B DAWKINS,1345 S CALIFORNIA BLVD APT 1,,CHICAGO,IL,60608
50088764,KEVIN CONNOLLY,5653 N NORTHCOTT AVE 1 FL,,CHICAGO,IL,60631
93704271Z,KEVIN FARRELL,2000 W ESTES AVE,,CHICAGO,IL,60645
80165981M,KEVIN MORAN,5747 W GIDDINGS ST,,CHICAGO,IL,60630
31332627M,KEYES DAVIS CO,PO BOX 1557 74 FOURTEENTH ST,,BATTLE CREEK,MI,49016
93788464X,KEYTH TECHNOLOGIES,1575 OAKWOOD AVE,,HIGHLAND PARK,IL,60035
93983048L,K-FIVE CONSTRUCTION & GALLAGHE,13769 MAIN ST,,LEMONT,IL,60439
14923486L,K-FIVE CONSTRUCTION CORPORATION.OVERSIZE),PLOTE CONSTRUCTION J.V.,13769 MAIN ST,LEMONT,IL,60439
93864067Z,KFORCE FINANCE & ACCOUNTING,125 S WACKER DR STE 1300,,CHICAGO,IL,60606
93210385L,KHB GROUP,540 EXECUTIVE DRIVE EFT,,WILLOWBROOK,IL,60527
85240805M,KIDDE FIRE TRAINERS,17-1 POLLITT DR,,FAIR LAWN,NJ,
93360993L,KIDS OFF THE BLOCK,11621 S MICHIGAN AVENUE EFT,,CHICAGO,IL,60628
55129975M,KIEWIT WESTERN CO.,2230 POINT BLVD # 100,,ELGIN,IL,60123
85246096P,"KIEWIT-REYES,AJV",2230 POINT BLVD STE 100,,ELGIN,IL,60123
94811760X,KILPATRICK RENAISSANCE LP,2001 W CHURCHILL ST,,CHICAGO,IL,60647
51213030,KIM REED,121 N LASALLE #701,,CHICAGO,IL,60602
77660845Z,KIMBERLY FRANKLIN,2133 W LEXINGTON ST,,CHICAGO,IL,60612
70914247M,KIMBERLY LEWIS,5000 S EAST END EFT,,CHICAGO,IL,60615
31332076P,"KIMCO USA, INC",118 E TREFZ DR,,MARSHALL,IL,62441
31337921L,KIMLEY-HORN & ASSOCIATES INC,205 W WACKER DR,,CHICAGO,IL,60606
31284138X,KING FISHER CO,2350 FOSTER AVE,,WHEELING,IL,60090
93768945M,KING MOY,4615 W 63RD ST,,CHICAGO,IL,60629
54386029,KING TRANSMISSION CO INC,180 W GRAND AVE,,ELMHURST,IL,60126
88506574A,KINGDOM COMMUNITY INC,5151 W MADISON STREET EFT,,CHICAGO,IL,60644
46222884T,KINGSBURY LARRABEE LLC,600 W CHICAGO AVE STE 750,,CHICAGO,IL,60610
85241393A,KINZIE INDUSTRIAL DEV CORP.,2023 W CARROLL AVENUE EFT,,CHICAGO,IL,60612
27470679E,KIRKLAND & ELLIS,200 E RANDOLPH ST FL 61ST,,CHICAGO,IL,60601
51828028,"KLEIN, DADAY, ARETOS & O'DONOGHUE",& COMLAN AZONDJAGNI,2550 W GOLF ROAD 10TH FL,ROLLING MEADOWS,IL,60008
52804023,KLEINMUNTZ & ASSOCIATES LTD,& SHERRY ROBINSON,222 N LASALLE ST. STE. 200,CHICAGO,IL,60601
6689541X,KLF TRUCKING CO,3844 W 108TH ST,,CHICAGO,IL,60655
75162068M,"KMD VALUATION GROUP, LLC",751 S CLARK ST # 203,,CHICAGO,IL,60605
94260815X,"KMS ASSOCIATES, INC",1811 AMETHYST GARDEN CIR,,SAINT GEORGE,UT,84790
15383963L,"KNIGHT E/A, INC.",221 N LASALLE STREET EFT,,CHICAGO,IL,60601-1211
91490603E,KNIGHTS BODY SHOP,8604 PLAINFIELD ROAD EFT,,LYONS,IL,60534
87324839A,KNOX-ARRAY EVENT PRODUCTION,117 E UNIVERSITY AVE  A,,CHAMPAIGN,IL,61820
31323250M,KOAL ENTERPRISES INC,6120 S ARCHER RD,,SUMMIT,IL,60501
22477560V,"KOBOTECH, INC.",8 S MICHIGAN AVE STE 810,,CHICAGO,IL,60603
93264202E,KOMATSU FORKLIFT OF CHICAGO,15868 COLLECTIONS CENTER DR,,CHICAGO,IL,60693
55327022,"KOMESSAR  &  ASSOCIATES, LLC.","KIMBERYLY DOLL, ILLINOIS DEPARTMENT OF HEALTHCARE AND FAMILY SERVICES",1101 WEST FULTON MARKET STREET - SUITE  #300,CHICAGO,IL,60607
21956593M,KONE INC.,1 KONE COURT EFT,,MOLINE,IL,61266-0429
93726112Z,KONICA MINOLTA BUSINESS SOLUTIONS USA INC,500 W MADISON ST STE 550,,CHICAGO,IL,60661
15141444E,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",4300 N CALIFORNIA AVENUE EFT,,CHICAGO,IL,60618
95027951P,KOREAN AMERICAN RESOURCE,6146 N LINCOLN AVE,,CHICAGO,IL,60659
23375766H,KOREAN AMERICAN WOMEN IN NEED,PO BOX 59133  EFT,,CHICAGO,IL,60659
93798248H,KOREANBOOKS,9820 N MILWAUKEE,,DES PLAINES,IL,60016
51590021,KOSIN LAW OFFICE LTD,& DENISE F MCGUIRE,134 N LASALLE # 814,CHICAGO,IL,60602
55689029,KOULA KARAGIANNAKOS,5901 N TALMAN,,CHICAGO,IL,60659
22718545V,KOZIOL CAR WASH,5410 W BELMONT AVE FL 1ST,,CHICAGO,IL,60641
93850396A,K-PLUS MECHANICAL INC,328 S JEFFERSON EFT,,CHICAGO,IL,60661
95098626E,KPMG LLP,200 E RANDOLPH STREET EFT,,CHICAGO,IL,60601
94140285X,KRAFT FOODS,C/O  MEETINGS  &  INCENTIVES,10520 SEVEN MILE RD,CALEDONIA,WI,53108
93665570P,KRALOVEC MEENAN LLP,53 W JACKSON EFT,,CHICAGO,IL,60604
52976021,"KRALOVEC, JAMBOIS & SCHWARTZ",& JOSE RAMIREZ,60 W RANDOLPH 4TH FL,CHICAGO,IL,60601
55968023,KRIEGSMANN ENTERPRISES LLC,P O   BOX   #180241,,BROOKLYN,NY,11218
93420051A,KRISTEN GODINEZ,2318 W 25TH ST,,CHICAGO,IL,60608
88688515P,KRISTINE SORICH,3332 S EMERALD EFT,,CHICAGO,IL,60616
93476035H,KROGER,1014 VINE ST,,CINCINNATI,OH,45202
52541055,"KROLL, RUBIN & TRACY","& KELVIN J HOUSTON, DR. BALA KANAGARAJU MDSC",415 N LASALLE STE. 502,CHICAGO,IL,60654
31286767L,KRONOS INC,297 BILLERICA ROAD EFT,,CHELMSFORD,MA,
94647601H,"KROPP HOLDINGS, INC",AIR CARD PROCESSING CENTER,PO BOX 840461,DALLAS,TX,75284-4315
85250542X,KRUEL'S TRUST - WEST SUB BANK TR,1828 S AVERS AVE,,CHICAGO,IL,60623
95023946A,"KRYSTAL CONSULTING, INC.",201 NICOLE DR,,SOUTH ELGIN,IL,60177
31312947X,KUDRNA & ASSOCIATES LIMITED,400 S GREEN ST # 304,,CHICAGO,IL,60607
93332367H,"KULWIN, MASCIOPINTO & KULWIN LLP",161 N CLARK STREET EFT,,CHICAGO,IL,60601
55337021,KURASCH & KLEIN LTD,& KRISTIN ERWIN,100 NORTH LASALLE ST #2005,CHICAGO,IL,60602
55748033,KURTZ LAW OFFICES IOLTA TRUST ACCOUNT,& JOHN IBARRA,32 BLAINE STREET,HINSDALE,IL,60521
56183022,KUSH TOURING INC.,1034 WEST OLYMPIC BOULEVARD,,LOS ANGELES,CA,90064
23232362M,KUTAK ROCK LLP.,1101 CONNECTICUT AVE. N.W.,,WASHINGTON,DC,20036-4374
31326109X,KUUMBA LYNX,4501 N CLARENDON EFT,,CHICAGO,IL,60640
55741023,KYLE GUNDLACH,7011 WEST SCHOOL STREET,,CHICAGO,IL,60634
31295942T,KYRA SHELLE G. PAYNE,9901 S WESTERN AVE # 208,,CHICAGO,IL,60643
93423804A,L B P M - TIFFANY EVENT CATERING / THE BARBQUE PEOPLE,2100 W GRAND AVE,,CHICAGO,IL,60612
3835812M,L F L PROPERTIES INC,5901 N CICERO AVE STE G2,,CHICAGO,IL,60646
93665683M,L L INVESTMENTS,PO BOX 408800,,CHICAGO,IL,60640
22390438M,L MARSHALL INC,2100 LEHIGH,# 1ST,GLENVIEW,IL,60025
31292344P,L.B. FOSTER CO.,1016 GREENTREE RD,,PITTSBURGH,PA,15220
55566034,L.E.A.D.  CONSULTANTS MICHAEL W. ODLE,19627  MATHILDE   LANE,,SANTA  CLARITA,CA,91350
48367455P,"LA CASA NORTE, INC",3533 W NORTH AVENUE EFT,,CHICAGO,IL,60647
47190983Z,LA ESTANCIA LPSHI,2550 W NORTH AVE,,CHICAGO,IL,60647
33668538M,LA GRANGE CAMERA & VIDEO,104 W BURLINGTON AVE,,LA GRANGE,IL,60525
22097643L,LA GUADALUPANA BAKERY INC,2025 W 35TH ST,,CHICAGO,IL,60609
22580491T,LA RAZA NEWSPAPER,6001 N CLARK ST,,CHICAGO,IL,60654
36053711P,LA VILLITA COMMUNITY CHURCH,NEIGHBORS AGAINST GANG VIOLENC,,CHICAGO,IL,60623
83562198A,LABOR ASSISTANCE PROFESSIONALS,PO BOX 210428,,BEDFORD,TX,76095
485298,LABORERS & RETIREMENT BOARD,221 N LA SALLE ST A & B FUND,,CHICAGO,IL,60601
50085720,LABORERS' A/B FUND OF CHICAGO,321 N. CLARK ST,SUITE 300,CHICAGO,IL,60654
56760444,LABOR-OWCP,SOLICITOR OF LABOR FEEWC DIVISION,200 CONSTITUTION AVE NW SUITE S-4325,WASHINGTON,DC,20210
95235378E,LAERDAL MEDICAL CORPORATION,LOCKBOX #4987,,PHILADELPHIA,PA,19178
94132915P,LAF,METROPOLITAN OF CHICAGO,111 W JACKSON BLVD FL 3RD,CHICAGO,IL,60604-3502
22212122A,LAGROU MOTOR SERVICE INC 01,135 S LASALLE DEPT  2761,,CHICAGO,IL,60674-2761
31298968L,LAKE COUNTY DIVERS SUPPLY,305 MAIN STREET RTE  51,,HOBART,IN,46342
31331941Z,LAKE COUNTY HEALTH DEPARTMENT,3010 GRAND AVE,,WAUKEGAN,IL,60085-2321
40890945H,"LAKE COUNTY PRESS, INC",CORPORATION,PO BOX 9209,WAUKEGAN,IL,60079
36662177X,LAKE FRONT ASSOCIATES I LLC,33 W MONROE ST STE 1900,,CHICAGO,IL,60603
93454961Z,"LAKE PARK CRESCENT, LP",33 W MONROE EFT,,CHICAGO,IL,60603
94213751P,LAKE POINT TOWER CONDO AND,LAKE POINT GARAGE CONDO ASSO,505 N LAKE SHORE DR,CHICAGO,IL,60611
93777318T,LAKE SHORE REPORTING SERVICE,67 E MADISON ST STE 1420,,CHICAGO,IL,60603
94704807X,LAKE STREET STUDIOS LP,219 W CHICAGO AVE,,CHICAGO,IL,60654
9705267M,"LAKE WEST, INC",833 N ORLEANS ST # 400,,CHICAGO,IL,60610
94377991A,"LAKEFRONT PHASE II, INC.",OR NEAR NORTH NATIONAL TILE-ESC #C7110009,,CHICAGO,IL,60609
31328592L,LAKE-KINZIE INDUSTRIAL LEADSHP,COUNCIL,4459 W LAKE ST,CHICAGO,IL,60644
15367380V,LAKESHORE ATHLETIC SERVICE INC,PO BOX 300477,,CHICAGO,IL,60630
58810912M,LAKESIDE COMMUNITY DE. CORP,1652 W WALLEN AVE,,CHICAGO,IL,60626
56249034,LAKETA MCCOY,8158 S CICERO AVE,,CHICAGO,IL,60617
94370894V,LAKEVIEW CHAMBER OF COMMERC 01,1409 W ADDISON ST,,CHICAGO,IL,60613
85240642X,LAKEVIEW EAST CHAMBER OF COMMERCE,3138 N BROADWAY,,CHICAGO,IL,60657
93244745V,LAKEWOOD MEMORIAL PARK,30 W 730 US HWY  20,,ELGIN,IL,60120
93406670M,LANCE J WHITE,6930 S SOUTH SHORE DR,,CHICAGO,IL,60649
22539978V,"LAND & LAKES COMPANY & LIQUID RECOVERY SYSTEMS, INC.",PO BOX 778,,PARK RIDGE,IL,60068
94732705T,LAND & WATER RESOURCES INC,9575 W HIGGINS RD,,ROSEMONT,IL,60018
21983368A,"LANDRUM & BROWN, INC",8755 W HIGGINS RD STE 850,,CHICAGO,IL,60631
56456034,LANDSCAPE ECONOMICS LLC,4600 SHERIDAN STREET,SUITE  #403,HOLLYWOOD,FL,33021
31310854Z,LANE PLAZA,333 SKOKIE BLVD STE 101,,NORTHBROOK,IL,60062
27480380A,"LANER, MUCHIN, DOMBROW, BECKER",LEVIN & TOMINBERG LTD,515 N STATE ST # 2800,CHICAGO,IL,60654
31340658Z,LANGUAGE LINE SERVICES 01,PO BOX 202564,,DALLAS,TX,93942-6012
94560664A,LAO MA LA CHINESE RESTAURANT,2017 S WELLS ST,,CHICAGO,IL,60616
34762303M,LAOSZECHUAN CHINESE RESTAURANT,2172 S ARCHER AVE,,CHICAGO,IL,60616
56131021,"LARKIN AND ASSOCIATES,  PLLC.",15728 FARMINGTON ROAD,,LIVONIA,MI,48154
59967514A,LARRY GARRITY,3124 S SACRAMENTO AVE,,CHICAGO,IL,60623
54464028,LARRY HAYES,4751 N REDWOOD,,NORRIDGE,IL,60706
94226126P,LARRY HUGGINS,300 E 18TH ST,,CHICAGO,IL,60616
79281260M,LARRY IRVING,1501 W PERSHING RD,,CHICAGO,IL,60609
53152022,LARRY L FLEISCHER & ASSOCIATES LTD.,& J.D. WILLIAMS,205 W. RANDOLPH ST. STE. 2200,CHICAGO,IL,60606
82541621H,LARRY L GARNETT,1144 W 115 STREET EFT ST,,CHICAGO,IL,60643
93428668P,LASALLE PROCESS SERVERS,29 S LASALLE EFT,,CHICAGO,IL,60603
93977352A,LASER TECHNOLOGY INC,6912 S QUENTIN ST,,CENTENNIAL,CO,80112
54246030,LATHEN CONSULTING LLC,1607 ALLISON STREET NW      (EFT),,WASHINGTON,DC,20011
33668812T,LATIN AMERICAN CHAMBER OF C 01,3512 W FULLERTON AVE,,CHICAGO,IL,60647
22387445M,LATIN UNITED COMMUNITY. HOUSING,2750 W NORTH AVE # 1,,CHICAGO,IL,60647
93775960P,LATINO POLICY FORUM,180 N MICHIGAN AVENUE EFT,,CHICAGO,IL,60601
93420021V,LATOYA L BROWN MAGEE,11745 S WENTWORTH AVE,,CHICAGO,IL,60628
94020356M,LAUREL LIPKIN,339 W BARRY AVE,,CHICAGO,IL,60657
94107109P,LAUREN B. SIMON,6334 N SHERIDAN RD,,CHICAGO,IL,60660
93713598H,LAW BULLETIN PUBLISHING CO,415 N STATE STREET EPAY,,CHICAGO,IL,60654
55326072,"LAW OFFICE OF ADAM RODRIGUEZ, P.C.",ESTATE OF KEVIN BRADY,35 EAST WACKER DRIVE - SUITE  #900,CHICAGO,IL,60601
53376026,LAW OFFICE OF ALAN C. MENDELSON,"& SHIRLEY BROWN, ILLINOIS DEPARTMENT OF HEALTH & FAMILY SERVICES",77 W WASHINGTON ST. STE. 505,CHICAGO,IL,60602
54665023,LAW OFFICE OF ALFRED PETROCELL,& AUDREY MURZYN,3501 E 16TH STREET SUITE 208,CHICAGO,IL,60617
52271024,LAW OFFICE OF ANDREW KRYDER,& STANISLAW POGOZELSKI,134 N LASALLE ST. STE. 1515,CHICAGO,IL,60602
93455007X,"LAW OFFICE OF ARTHUR S GOMBERG, PC",& MARY GONZALEZ,134 N LA SALLE ST STE 1208,CHICAGO,IL,60602
51463023,LAW OFFICE OF BENJAMIN AND SHAPIRO LTD,AND FRIEDA L. GALICIA,180 N LASALLE ST STE. 2600,CHICAGO,IL,60602
